المتتابعة $\{a_{n}\}$ هي متتابعة هندسية. $S_n$ هو مجموع الأعداد $n$ الأولى من $\{a_{n}\}$ و $a_{n+1} = 2S_{n}+2$. ما قيمة $a_{4}$؟	54
البؤرتان اليسرى واليمنى للقطع الزائد $\frac{x^{2}}{a^{2}} - \frac{y^{2}}{b^{2}} (a>0, b>0)$ هما $F_{1}$ و$F_{2}$ على التوالي. يتم رسم خط عمودي من $F_{2}$ إلى أحد الخطوط المتقاربة ويكون القدم العمودي نقطة P. إذا كان $PF_{2} = 2$، وكان ميل $PF_{1}$ هو $\frac{\sqrt{2}}{4}$، أوجد معادلة القطع الزائد.	$\frac{x^{2}}{2} - \frac{y^{2}}{4}=1$
تحتوي ثلاث صناديق A وB وC على عدد معين من الكرات السوداء والبيضاء. نسبة العدد الكلي للكرات في كل صندوق هي 5:4:6. النسبة المئوية للكرات السوداء في كل صندوق هي على التوالي 40% و25% و50%. إذا تم اختيار كرة عشوائيًا من كل من الصناديق الثلاثة، احتمال  تكون جميع الكرات الثلاث سوداء هو $p_1$. وإذا تم دمج الكرات في الصناديق الثلاثة في صندوق واحد وتم سحب كرة عشوائيًا،احتمال سحب كرة بيضاء هو $p_2$. أوجد $p_1 + p_2$ (معبرًا عنه كعدد عشري).	0.65
في $\triangle ABC$، $\angle A = 60^{\degree}$، $BC=1$، النقطة D هي منتصف AB والنقطة E هي منتصف CD. لنعرف $\overline{AB} = \overrightarrow{a}, \overline{AC} = \overrightarrow{b}$. إذا كانت $\overline{BF} = \frac{1}{3}\overline{BC}$، جد القيمة القصوى لـ $\overline{AE} \cdot \overline{AF}$.	$\frac{13}{24}$
إذا كانت الدالة \[ f(x) = ax^{2} - 2x - |x^{2} - ax + 1| \] تحتوي على جذرين حقيقيين فقط، فما هو مجال \( a \)؟	$(-\infty, 0)\cup(0,1)\cup(1,+\infty)$
بما أن $(1+2023x)^{100}+(2023-x)^{100}=a_{0}+a_{1}x+a_{2}x^{2}+\ldots+a_{100}x^{100}$، حيث $a_{0},a_{1},a_{2},\ldots,a_{100} \in \mathbb{R}$ و$0 \leq k \leq 100$ و$k \in \mathbb{N}$، ما هي القيمة العظمى لـ $k$ بحيث أن $a_{k} < 0$؟	49
ثلاث نقاط A و B و C تحقق $AB=BC=AC=1$. كم عدد الطرق لاختيار نقطتين إضافيتين (بأي ترتيب) بحيث تشكل النقاط الخمس (A و B و C والنقطتين الإضافيتين) رؤوس هرم رباعي منتظم؟	9
الدالة $f(x)=\sin(\omega x + \varphi)$ تزداد في الفترة $(\frac{\pi}{6}, \frac{2\pi}{3})$. والنقاط عند $x=\frac{\pi}{6}$ و $x=\frac{2\pi}{3}$ هي رؤوس للدالة $y=f(x)$. ما قيمة $f(-\frac{5\pi}{12})؟$	$\frac{\sqrt{3}}{2}$
إذا كانت الأعداد الحقيقية $x,y$ تحقق $x^{2}+y^{2}-4x-2y-4=0$، فما هو أكبر قيمة لـ $x-y$؟	$1+3\sqrt{2}$
إذا كانت $\theta \in (0, \frac{\pi}{2}), \tan \theta = \frac{1}{2}$، أوجد قيمة $\sin \theta - \cos \theta$.	$-\frac{\sqrt{5}}{5}$
المتغيران x و y يُلبيان النظام $\begin{cases} x-2y \leq -1 \\ x+2y \leq 9 \\ 3x+y \geq 7 \end{cases}$. ما هي القيمة القصوى لـ $z=2x-y$؟	8
المتتالية الحسابية $\{a_{n}\}$ لها فرق مشترك $\frac{2\pi}{3}$. لنفترض أن المجموعة $S$ هي $S=\{\cos a_{n} | n \in \mathbb{N}^{+}\}$. إذا كانت $S=\{a,b\}$، فجد قيمة $ab$.	$-\frac{1}{2}$
الدائرة $\odot O$ نصف قطرها 1. النقطة P تقع خارج الدائرة. المستقيم PA مماس للدائرة $\odot O$ عند النقطة A. المستقيم PB يقطع الدائرة $\odot O$ عند النقطتين B و C. النقطة D هي منتصف BC. إذا كان $\lvert OP \rvert = \sqrt{2}$، جد القيمة العظمى لـ $\overrightarrow{PA} \cdot \overrightarrow{PD}$.	$\frac{1+\sqrt{2}}{2}$
المتتالية $\{a_{n}\}$ هي متتالية هندسية حيث $a_{2}a_{4}a_{5} = a_{3}a_{6}$ و $a_{9}a_{10}=-8$. أوجد $a_{7}$.	-2
لدى هرم رباعي الأضلاع $P-ABCD$ قاعدة مربعة ABCD و P هي قمة الرأس. $AB=4$، $PC=PD=3$، وزاوية $\angle PCA=45^{\degree}$. أوجد مساحة $\triangle PBC$.	$4\sqrt{2}$
النقطتان البؤريتان للإهليلج $\frac{x^{2}}{9}+\frac{y^{2}}{6}=1$ هما $F_{1}$ و $F_{2}$. النقطة O تمثل الأصل. النقطة P هي نقطة على الإهليلج بحيث $\cos\angle F_{1}PF_{2}=\frac{3}{5}$. أوجد $|PO|$	$\frac{\sqrt{30}}{2}$
في $\triangle ABC$، $AB=2$، $\angle BAC=60^{\degree}$، و$BC=\sqrt{6}$. النقطة D تقع على BC وAD تقسم $\angle BAC$ إلى نصفين. أوجد طول AD.	2
في الهرم الثلاثي $P-ABC$، القاعدة $\triangle ABC$ هي مثلث متساوي الأضلاع بطول ضلع مقداره 2. حيث $PA=PB=2$ و $PC= \sqrt{6}$. احسب حجم الهرم.	1
يتم الحصول على منحنى $y=f(x)$ عن طريق إزاحة منحنى $y=\cos \left(2x+\frac{\pi}{6}\right)$ إلى اليسار بمقدار $\frac{\pi}{6}$ وحدات. ما عدد نقاط التقاطع بين منحنى $y=f(x)$ والخط $y=\frac{1}{2}x-\frac{1}{2}$؟	3
المتغيرات $x$ و $y$ تحقق النظام $\begin{cases} 3x-2y \leq 3 \\ -2x+3y \leq 3 \\ x+y \geq 1 \end{cases}$. ما هي القيمة القصوى لـ$z=3x+2y$؟	15
لنعتبر سلسلة $\{a_n\} (n \in \mathbb{N}^{*})$ مع الحد الأول $a_1 = 1$ ومجموع أول $n$ من الحدود المعين بـ $S_n$. لنفترض أن $\lambda$ و $k$ هما ثابتان. إذا كانت المعادلة التالية صحيحة لجميع الأعداد الصحيحة الموجبة $n$: \[S_{n+1}^{1/k} - S_n^{1/k} = \lambda a_{n+1}^{1/k}\] فإن السلسلة تُسمى سلسلة " $\lambda \sim k$ ". بالنسبة لقيمة معينة لـ $\lambda$، هل توجد ثلاث سلاسل مختلفة $\{a_n\}$ تحقق شروط سلسلة " $\lambda \sim 3$ " بحيث $a_n \geq 0$؟ إذا كانت مثل هذه السلاسل موجودة، حدد نطاق القيم لـ $\lambda$. إذا لم تكن كذلك، فاشرح لماذا.	$0 < \lambda < 1$
كيس \( A \) يحتوي على كرتين سوداوين وكرة بيضاء واحدة، بينما يحتوي كيس آخر \( B \) على 3 كرات بيضاء. في كل خطوة، يتم سحب كرة عشوائية من كل كيس وتبديلها مع الكرة الأخرى. تتكرر هذه العملية \( n \) مرة. لندع \( X_n \) يمثل عدد الكرات السوداء في الكيس \( A \)، ولندع \( p_n \) يكون احتمال أن يحتوي الكيس \( A \) على كرتين سوداوين بالضبط، بينما \( q_n \) هو احتمال أن يحتوي على كرة سوداء واحدة بالضبط. اشتق القيمة المتوقعة \( E(X_n) \) لـ \( X_n \) بدلالة \( n \).	$1 + \frac{1}{3^n}$
لنفترض أن الدالة هي $f(x) = (x-a)(x-b)(x-c)$، حيث $a, b, c \in \mathbb{R}$، و $f'(x)$ هي المشتقة الأولى للدالة $f(x)$. معطى أن $a = 0، 0 < b \leq 1، c = 1$، وأن القيمة العظمى المحلية للدالة $f(x)$ هي $M$. أوجد القيمة العظمى لـ$M$.	$\frac{4}{27}$
حدد متتابعة هندسية ذات الحد الأول يساوي 1 ونسبة مشتركة موجبة وعرفها على أنها "م-متتابعة". لنفترض أن $m$ هو عدد صحيح موجب. إذا وُجدت "م-متتابعة" $\{c_n\} (n \in \mathbb{N}^{*})$، لأي عدد صحيح موجب $k$، عندما يكون $k \leq m$، يتحقق الشرط $c_k \leq b_k \leq c_{k+1}$، جد القيمة العظمى لـ $m$.	5
بالنظر إلى الدوال $y = f(x)$, $y = g(x)$ ، و$h(x) = kx + b$ حيث $(k, b \in \mathbb{R})$، فإن المتباينة $f(x) \geq h(x) \geq g(x)$ تتحقق لجميع $x$ في الفترة $D$. بالنظر أن \[ f(x) = x^4 - 2x^2, \quad g(x) = 4x^2 - 8, \quad h(x) = 4(t^3 - t)x - 3t^4 + 2t^2, \quad (0 < |t| \leq \sqrt{2}), \] \[ D = [m, n] \subseteq \left[-\sqrt{2}, \sqrt{2}\right], \] جد القيمة القصوى لـ $n - m$.	$\sqrt{7}$
بالنظر إلى المجموعتين $A = \{x \mid x = 2n - 1, n \in \mathbb{N}^{*} \}$ و $B = \{x \mid x = 2^n, n \in \mathbb{N}^{*} \}$. رتب جميع عناصر $A \cup B$ بترتيب تصاعدي لتكوين متتالية $\{a_n\}$. لنفترض أن $S_n$ هو مجموع أول $n$ من حدود هذه المتتالية $\{a_n\}$. أوجد القيمة الدنيا لـ $n$ بحيث يكون $S_n > 12a_{n+1}$.	27
لنفرض أن $\{a_n\}$ هي متتالية حسابية بحدها الأول $a_1$ والفرق المشترك $d$، وأن $\{b_n\}$ هي متتالية هندسية بحدها الأول $b_1$ ونسبة مشتركة $q$. بالنظر إلى $a_1 = b_1 > 0$ و $m \in \mathbb{N}^{*}$ و $q \in (1, \sqrt{2}]$، إذا كان هناك $d \in \mathbb{R}$ بحيث أن $|a_n - b_n| \leq b_1$ تنطبق لكل $n = 2,3,\cdots,m+1$، قم بتحديد مدى القيم لـ $d$ بدلالة $b_1, m, q$.	$\left[ \frac{b_1(q^m - 2)}{m}, \frac{b_1q^m}{m} \right\]$
لنفرض أن $f(x)$ دالة معرفة على مجموعة الأعداد الحقيقية $\mathbb{R}$ بدورة مقدارها $1$. في الفترة $[0,1)$، تُعطى بالدالة التالية:  \[f(x) =\begin{cases} x^2, & x \in D \\ x, & x \notin D\end{cases}\]  حيث تُعرف المجموعة $D$ كالتالي: \[D = \left\{ x \mid x = \frac{n-1}{n}, n \in \mathbb{N}^{*} \right\},\]  حدد عدد الحلول للمعادلة $f(x) - \lg x = 0$.	8
بالنظر إلى الدالة $f(x) = x^3 + ax^2 + bx + 1$ حيث $a > 0$ و $b \in \mathbb{R}$، من المعروف أن الدالة $f(x)$ لديها قيم قصوى، وأن النقاط الحرجة في مشتقتها $f'(x)$ هي جذور $f(x)$. (تشير النقطة الحرجة إلى قيمة المتغير المستقل حيث تحقق الدالة قيمتها القصوى أو الدنيا.) إذا كان مجموع كل القيم القصوى لـ $f(x)$ و $f'(x)$ لا يقل عن $-\frac{7}{2}$، حدد مجال القيم لـ $a$.	$(3,6]$
في مثلث حاد الزوايا $ABC$، إذا كان $\sin A = 2\sin B \sin C$، أوجد القيمة الصغرى لـ $\tan A \tan B \tan C$.	8
لنفرض أن $U = \{1,2,\cdots,100\}$. معطى تسلسل $\{a_n\} \ (n \in \mathbb{N}^{*})$ و مجموعة فرعية $T$ من $U$. إذا كانت $T = \varnothing$، نعرف $S_T = 0$. إذا كانت $T = \{t_1, t_2, \cdots, t_k\}$، نعرف: \[S_T = a_{t_1} + a_{t_2} + \cdots + a_{t_k}.\] على سبيل المثال، عندما تكون $T = \{1,3,66\}$، يكون لدينا $S_T = a_1 + a_3 + a_{66}$. نفترض أن التسلسل $\{a_n\} \ (n \in \mathbb{N}^{*})$ هو تسلسل هندسي بنسبة مشتركة قدرها 3، وعندما تكون $T = \{2,4\}$، يكون لدينا $S_T = 30$. مع افتراض أن $C \subseteq U$، $D \subseteq U$، و $S_C \geq S_D$،  جد الحد الأدنى لـ $(S_C + S_{C \cap D}) / S_D$.	2
ليكن $m, n \in \mathbb{N}^{*}$ بحيث $n \geq m$. حدد قيمة التعبير التالي: \[\frac{\left( (m+1) \binom{m}{m} + (m+2) \binom{m}{m+1} + (m+3) \binom{m}{m+2} + \cdots + n \binom{m}{n-1} + (n+1) \binom{m}{n} \right)}{ 2(m+1) \binom{n+2}{m+2} }.\]	$\frac{1}{2}$
ليكن المتجه \(\mathbf{a}_k = \left(\cos \frac{k\pi}{6}, \sin \frac{k\pi}{6} + \cos \frac{k\pi}{6}\right)\) حيث \(k = 0, 1, 2, \ldots, 12\). حدد قيمة \(\sum_{k=0}^{12} (\mathbf{a}_k \cdot \mathbf{a}_{k+1})\).	$9\sqrt{3}$
باعتبار الأعداد الموجبة \(a، b، c\) التي تحقق: $$5c - 3a \leq b \leq 4c - a، c \ln b \geq a + c \ln c،$$ أوجد مجال \(frac{b}{a}\).	$[e,7]$
المطلوب أن تكون العربيات \(a\) و\(b\) أعداد حقيقية، وأن 1 و -1 هما نقطتا الحرج للدالة \(f(x) = x^3 + ax^2 + bx\). دع \(h(x) = f(f(x)) - c\)، حيث \(c \in (-2, 2)\). حدد عدد أصفار الدالة \(y = h(x)\).	9
بالنظر إلى سلسلتين \(\{a_n\}\) و \(\{b_n\}\) تتكونان بالكامل من مصطلحات موجبة وتحققان: $$a_{n+1} = \frac{a_n + b_n}{\sqrt{a_n^2 + b_n^2}}, \quad n \in \mathbb{N}^*.$$ لنفترض أن \(b_{n+1} = \sqrt{2} \cdot \frac{b_n}{a_n}, \, n \in \mathbb{N}^*\)، وأن \(\{a_n\}\) هي سلسلة هندسية. جد قيمة \(a_1 + b_1\).	$2\sqrt{2}$
في نظام الإحداثيات المستطيلة \(xOy\)، اعتبر القطع الناقص التالي: $$\frac{x^2}{a^2} + \frac{y^2}{b^2} = 1 \quad (a > b > 0)$$ مع وجود البؤرتين اليسرى واليمنى عند \(F_1(-c, 0)\) و\(F_2(c, 0)\) على التوالي. من المعروف أن النقطتين \((1, e)\) و\(\left(e, \frac{\sqrt{3}}{2}\right)\) تقعان على القطع الناقص، حيث \(e\) هو التباعد المركزي (الإكسينتريسيتي) للقطع الناقص. لنفترض أن \(A\) و\(B\) هما نقطتان على القطع الناقص وتقعان فوق محور \(x\)، مع كون الخط \(AF_1\) موازياً للخط \(BF_2\)، و\(AF_2\) يتقاطع مع \(BF_1\) عند النقطة \(P\). أوجد قيمة \(PF_1 + PF_2\).	$\frac{3\sqrt{2}}{2}$
معطى أن $1 < a \leq 2$، ودالة $f(x)$ معرّفة كالتالي: $f(x) = e^{x} - x - a$، حيث أن $e = 2.71828\cdots$ هو أساس اللوغاريتم الطبيعي. لنفرض أن $x_0$ هو الجذر للدالة $y = f(x)$ في الفترة $(0, +\infty)$. أوجد القيمة الدنيا لـ $\frac{ x_0 f(e^{x_0}) }{ (a-1)a }$.	$e-1$
لنكن $a \neq 0$ عددًا حقيقيًا، ولنعرف الدالة $f(x) = a \ln x + \sqrt{x + 1}$، بحيث $x > 0$. لأي $x \in \left[\frac{1}{e^2}, +\infty\right)$، يتحقق أن $f(x) \leq \frac{\sqrt{x}}{2a}$. أوجد مجال القيم لـ$a$.  \textbf{Note:} $e = 2.71828\cdots$ هو أساس اللوغاريتم الطبيعي.	$(0, \frac{\sqrt{2}}{4}]$
بالنظر إلى النقطة \(P(0,1)\) والقطع الناقص  $$\frac{x^2}{4} + y^2 = m \, (m > 1)$$ مع نقطتين \(A\) و\(B\) على هذا القطع الناقص تُحققان العلاقة \(\overrightarrow{AP} = 2\overrightarrow{PB}\)، عندما تكون القيمة المطلقة للإحداثي السيني للنقطة \(B\) في أقصى حد لها، أوجد قيمة \(m\).	5
لتكن المتتابعة \( \{a_n\} \) تحقق $$|a_n - \frac{a_{n+1}}{2}| \leq 1, \quad n \in \mathbb{N}^*.$$ إذا كان \(|a_n| \leq \left(\frac{3}{2}\right)^n, \, n \in \mathbb{N}^*\)، جد القيمة العظمى لـ\(|a_n|\).	2
ضع في اعتبارك القطع الناقص $$\frac{x^2}{a^2} + y^2 = 1, \quad (a > 1).$$ إذا تقاطع أي دائرة مركزها النقطة \(A(0,1)\) مع القطع الناقص على الأقل ثلاث مرات، جد مدى قيم شذوذ القطع الناقص.	$(0, \frac{\sqrt{2}}{2}]$
اوجد الدالة العكسية: $\int x \sin x \cos x d x$	$x / 4-\left(x \cos ^{2} x\right) / 2+(\cos x \sin x) / 4 + C$
أوجد التكامل غير المحدد: $\int \arctan (\sqrt{x})\ d x $	$(x+1) \arctan (\sqrt{x}) - \sqrt{x} + C$
إيجاد تمثيل سلسلة القوى للدالة $2 /(1-x)^{3}$.	$\sum_{n=0}^{\infty} (n+1)(n+2) x^{n}$
ابحث عن مشتقة الدالة: $100 /\left(100-x^{2}\right)^{3 / 2} $	$\frac{300 x}{\left(100-x^{2}\right)^{5 / 2}}$
إذا كانت $\left(x_{1}, \ldots, x_{n}\right)$ عينة من توزيع $\operatorname{Gamma}\left(\alpha_{0}, \theta\right)$، حيث $\alpha_{0}>0$ و$\theta \in(0, \infty)$ غير معلوم، فحدد مُقدر الاحتمال الأقصى (MLE) لـ $\theta$.	$\hat{\theta}=\alpha_{0} / \bar{x}$
افترض أن أطوال الرجال (بالسنتيمترات) تتبع التوزيع $N\left(174,20^{2}\right)$، بينما أطوال النساء تتبع التوزيع $N\left(160,15^{2}\right)$. احسب متوسط الطول الإجمالي للزوجين المتزوجين (رجل وامرأة).	334
أوجد المعكوس، إذا كان موجودًا، للمصفوفة $$ A=\left[\begin{array}{ccc} e^{t} & \cos t & \sin t \\ e^{t} & -\sin t & \cos t \\ e^{t} & -\cos t & -\sin t \end{array}\right] $$	$$\left[\begin{array}{ccc} \frac{1}{2} e^{-t} & 0 & \frac{1}{2} e^{-t} \\ \frac{1}{2} \cos t+\frac{1}{2} \sin t & -\sin t & \frac{1}{2} \sin t-\frac{1}{2} \cos t \\ \frac{1}{2} \sin t-\frac{1}{2} \cos t & \cos t & -\frac{1}{2} \cos t-\frac{1}{2} \sin t \end{array}\right]$$
لنفترض أن $X$ هو متغير عشوائي حيث $E(X)=0$ و $V(X)=1$. ما هي القيمة الصحيحة $k$ التي تضمن لنا أن $P(|X| \geq k) \leq 0.01$ ؟	10
جد تمثيل على شكل متسلسلة للدالة: $x+\frac{1}{2} \frac{x^{3}}{3}+\frac{1 \cdot 3}{2 \cdot 4} \frac{x^{5}}{5}+\frac{1 \cdot 3 \cdot 5}{2 \cdot 4 \cdot 6} \frac{x^{7}}{7}+\cdots $	$(-1,1)$
قيم النهاية: $\lim _{(x, y) \rightarrow(1,-1)} \frac{x^{2}-2 x y+y^{2}}{x-y}$	$2$
احسب التكامل الثنائي: $\iint_{R} f(x, y) \, dA$، حيث $f(x, y) = x^{2} + y$ و $R$ هي المثلث ذي الرؤوس $(0,0),(2,0)$ و $(0,1)$.	$\frac{6}{5} $
اوجد مجموعة أساسية من الحلول: $(2 x+1) x y^{\prime \prime}-2\left(2 x^{2}-1\right) y^{\prime}-4(x+1) y=0 ; \quad y_{1}=1 / x$	$\left\{1 / x, e^{2 x}\right\}$
ابحث عن الحل العام: $y^{\prime \prime \prime}+2 y^{\prime \prime}+y^{\prime}=-2 e^{-x}\left(7-18 x+6 x^{2}\right)$	$y=x^{2} e^{-x}(1-x)^{2}+c_{1}+e^{-x}\left(c_{2}+c_{3} x\right)$
جد الحل العام: $y^{\prime \prime \prime}-6 y^{\prime \prime}+11 y^{\prime}-6 y=e^{2 x}\left(5-4 x-3 x^{2}\right)$	$y=x e^{2 x}(1+x)^{2}+c_{1} e^{x}+c_{2} e^{2 x}+c_{3} e^{3 x}$
ليكن $\overline{MN}$ قطر دائرة القطر فيها $1$. لتكن $A$ و$B$ نقطتين على أحد القوسين النصفيين الناتجين عن $\overline{MN}$ بحيث تكون $A$ هي نقطة منتصف القوس النصفي و$MB=\dfrac{3}{5}$. النقطة $C$ تقع على القوس النصفي الآخر. ليكن $d$ طول قطعة المستقيم التي تقع نقاط نهايتها عند تقاطع القطر $\overline{MN}$ مع الوترين $\overline{AC}$ و$\overline{BC}$. يمكن كتابة أكبر قيمة ممكنة لـ $d$ على الشكل $r-s \sqrt{t}$، حيث أن $r$ و $s$ و $t$ هم أعداد صحيحة موجبة و $t$ ليس قابلاً للقسمة على مربع أي عدد أولي. جد قيمة $r+s+t$.	14
من مجموعة الأعداد الصحيحة $\{1,2,3,\dots,2009\}$ ، اختر $k$ أزواج $\{a_i,b_i\}$ حيث $a_i<b_i$ بحيث لا يشترك زوجان في أي عنصر. افترض أن جميع المجاميع $a_i+b_i$ مميزة وأقل من أو تساوي $2009$. جد القيمة القصوى الممكنة لـ $k$.	803
تقع أربعة منارات في نقاط $A$ و $B$ و $C$ و $D$. تبعد المنارة عند النقطة $A$ بمسافة $5$ كيلومترات عن المنارة عند النقطة $B$، وتبعد المنارة عند النقطة $B$ بمسافة $12$ كيلومترات عن المنارة عند النقطة $C$، وتبعد المنارة عند النقطة $A$ بمسافة $13$ كيلومترا عن المنارة عند النقطة $C$. بالنسبة لمراقب عند النقطة $A$، الزاوية التي تحددها الأضواء عند النقاط $B$ و $D$ والزاوية التي تحددها الأضواء عند النقاط $C$ و $D$ متساويتان. بالنسبة لمراقب عند النقطة $C$، الزاوية التي تحددها الأضواء عند النقاط $A$ و $B$ والزاوية التي تحددها الأضواء عند النقاط $D$ و $B$ متساويتان. المسافة بين النقطة $A$ والنقطة $D$ تعطى بالصيغة $\frac{p\sqrt{r}}{q}$، حيث أن $p$ و $q$ و $r$ هي أعداد صحيحة موجبة أوليا نسبيا، و $r$ ليس مقسومًا على مربع أي عدد أولي. أوجد $p+q+r$.	96
دع $a$ و $b$ يكونان عددين حقيقيين موجبين حيث $a \ge b$ . دع $\rho$ تكون القيمة القصوى الممكنة لـ $\dfrac{a}{b}$ التي من أجلها يمتلك نظام المعادلات \[a^2 + y^2 = b^2 + x^2 = (a-x)^2 + (b-y)^2\] حلاً $(x,y)$ يحقق $0 \le x < a$ و $0 \le y < b$ . إذن يمكن كتابة $\rho^2$ ككسر $\dfrac{m}{n}$، حيث $m$ و $n$ هما عددان صحيحان موجبان أوليان بالنسبة لبعضهما البعض. أوجد $m + n$.	7
توجد جسيمة في مستوى الإحداثيات عند النقطة $(5,0)$. عَرِّفْ حركة الجسيمة على أنها دوران عكس اتجاه عقارب الساعة بزاوية $\pi/4$ راديان حول الأصل، متبوعًا بإزاحة مقدراها $10$ وحدات في اتجاه المحور $x$ الموجب. إذا كانت إحداثيات الجسيمة بعد $150$ حركة هي $(p,q)$، اوجد أكبر عدد صحيح أقل من أو يساوي $|p| + |q|$.	19
تُعرف المتتالية $\{a_n\}$ على الشكل التالي: \[a_0 = 1,a_1 = 1, \text{ وعندئذٍ يكون } a_n = a_{n - 1} + \frac {a_{n - 1}^2}{a_{n - 2}} \text{ من أجل } n \ge 2.\] وتُعرف المتتالية $\{b_n\}$ على الشكل التالي: \[b_0 = 1,b_1 = 3, \text{ وعندئذٍ يكون } b_n = b_{n - 1} + \frac {b_{n - 1}^2}{b_{n - 2}} \text{ من أجل } n \ge 2.\] أوجد قيمة $\frac{b_{32}}{a_{32}}$.	561
أربع دوائر $\omega$، $\omega_{A}$، $\omega_{B}$، و $\omega_{C}$ بنفس نصف القطر مرسومة داخل المثلث $ABC$ بحيث أن $\omega_{A}$ مماسة للضلعين $AB$ و $AC$، و $\omega_{B}$ مماسة للضلعين $BC$ و $BA$، و $\omega_{C}$ مماسة للضلعين $CA$ و $CB$، و $\omega$ مماسة خارجياً لكل من $\omega_{A}$، $\omega_{B}$، و $\omega_{C}$. إذا كانت أضلاع المثلث $ABC$ هي $13$، $14$، و $15$، فإن نصف قطر الدائرة $\omega$ يمكن تمثيله في الصيغة $\frac{m}{n}$، حيث أن $m$ و $n$ هما عددين أوليين نسبيًا وموجبان. جد قيمة $m+n$.	389
لنفرض أن $f(x)$ متعدد حدود بمعاملات حقيقية بحيث $f(0) = 1,$ $f(2)+f(3)=125,$ ولأي $x$ ، $f(x)f(2x^{2})=f(2x^{3}+x).$ أوجد $f(5).$	676
يتكون المتتالية الهندسية المتزايدة $x_{0},x_{1},x_{2},\ldots$ بشكل كامل من القوى الصحيحة للعدد $٣.$ إذا كان $\sum_{n=0}^{7}\log_{3}(x_{n}) = 308$ و $56 \leq \log_{3}\left ( \sum_{n=0}^{7}x_{n}\right ) \leq 57,$ أوجد $\log_{3}(x_{14}).$	91
بالنظر إلى العدد الحقيقي $x,$ دع $\lfloor x \rfloor$ يُمثّل أكبر عدد صحيح أقل من أو يساوي $x.$ بالنسبة لعدد صحيح معين $k,$ هناك $70$ عددًا صحيحًا موجبًا بالضبط $n_{1}, n_{2}, \ldots, n_{70}$ بحيث $k=\lfloor\sqrt[3]{n_{1}}\rfloor = \lfloor\sqrt[3]{n_{2}}\rfloor = \cdots = \lfloor\sqrt[3]{n_{70}}\rfloor$ و $k$ يقسم $n_{i}$ لجميع $i$ بحيث $1 \leq i \leq 70.$ أوجد القيمة القصوى لـ $\frac{n_{i}}{k}$ عندما $1\leq i \leq 70.$	553
